Precio_real,Precio_predicho,Error_absoluto
334000,237909.95,96090.046875
573000,327807.5,245192.5
69000,137871.6,68871.59375
141000,149733.11,8733.109375
315000,209988.77,105011.234375
190000,144422.1,45577.90625
252000,197695.8,54304.203125
441000,312206.78,128793.21875
323000,250702.1,72297.90625
574000,572115.25,1884.75
216000,245063.7,29063.703125
395000,165953.56,229046.4375
143000,187324.73,44324.734375
152000,198348.97,46348.96875
76000,138472.81,62472.8125
196000,164292.31,31707.6875
249000,205080.25,43919.75
395000,250243.7,144756.296875
128000,144904.28,16904.28125
239000,207491.39,31508.609375
863000,520751.0,342249.0
553000,363944.7,189055.3125
130000,193916.1,63916.09375
166000,178322.42,12322.421875
478000,395651.94,82348.0625
88000,140979.14,52979.140625
385000,412668.06,27668.0625
370000,194787.7,175212.296875
415000,228104.62,186895.375
113000,138646.16,25646.15625
338000,294254.47,43745.53125
220000,189323.64,30676.359375
343000,213679.67,129320.328125
151000,183175.25,32175.25
272000,224255.92,47744.078125
366000,207572.66,158427.34375
382000,208069.5,173930.5
862000,527463.8,334536.1875
99000,134541.0,35541.0
294000,257499.98,36500.015625
109000,153361.75,44361.75
334000,272323.3,61676.6875
458000,362157.7,95842.3125
336000,206749.42,129250.578125
389000,257180.52,131819.484375
139000,159365.0,20365.0
186000,164959.56,21040.4375
280000,238106.48,41893.515625
119000,132888.44,13888.4375
316000,292889.88,23110.125
376000,277333.47,98666.53125
147000,140514.62,6485.375
601000,329875.6,271124.40625
667000,486536.56,180463.4375
373000,200664.72,172335.28125
259000,224763.8,34236.203125
243000,232198.73,10801.265625
156000,152148.12,3851.875
367000,231610.3,135389.703125
455000,358639.1,96360.90625
387000,320502.84,66497.15625
146000,178013.78,32013.78125
643000,417823.16,225176.84375
180000,150015.28,29984.71875
709000,481087.1,227912.90625
144000,169780.64,25780.640625
393000,239048.78,153951.21875
423000,463868.94,40868.9375
226000,223684.47,2315.53125
186000,141883.38,44116.625
129000,169110.56,40110.5625
123000,146732.53,23732.53125
1200000,658741.6,541258.375
234000,249060.39,15060.390625
173000,141076.34,31923.65625
95000,143264.9,48264.90625
442000,440704.8,1295.1875
296000,203280.66,92719.34375
658000,443605.8,214394.1875
168000,206952.7,38952.703125
98000,136961.4,38961.40625
227000,252662.23,25662.234375
400000,428114.0,28114.0
184000,165351.19,18648.8125
244000,201459.84,42540.15625
200000,242452.7,42452.703125
168000,144627.22,23372.78125
114000,161725.22,47725.21875
162000,188403.86,26403.859375
371000,239464.8,131535.203125
488000,398390.84,89609.15625
657000,489107.44,167892.5625
165000,158634.38,6365.625
1132000,809454.75,322545.25
178000,192382.6,14382.59375
488000,450989.03,37010.96875
271000,251675.39,19324.609375
172000,147063.61,24936.390625
276000,243068.0,32932.0
166000,171368.69,5368.6875
641000,233635.4,407364.59375
126000,171122.5,45122.5
142000,169312.67,27312.671875
264000,164350.48,99649.515625
286000,209109.22,76890.78125
173000,192621.0,19621.0
98000,135510.1,37510.09375
351000,199713.89,151286.109375
455000,310089.28,144910.71875
158000,138124.1,19875.90625
254000,200831.14,53168.859375
267000,166118.2,100881.796875
385000,360374.84,24625.15625
275000,289925.1,14925.09375
824000,770802.8,53197.1875
129000,209679.66,80679.65625
224000,252320.27,28320.265625
484000,310345.88,173654.125
228000,195999.81,32000.1875
433000,393825.22,39174.78125
342000,238170.52,103829.484375
301000,244382.78,56617.21875
350000,237034.23,112965.765625
356000,236160.7,119839.296875
215000,179088.03,35911.96875
274000,225562.62,48437.375
373000,242769.81,130230.1875
167000,119815.02,47184.9765625
595000,333345.22,261654.78125
616000,468935.75,147064.25
300000,276895.44,23104.5625
207000,208877.56,1877.5625
370000,280595.6,89404.40625
198000,162338.33,35661.671875
97000,135670.39,38670.390625
171000,144548.47,26451.53125
217000,262912.75,45912.75
767000,494585.6,272414.40625
133000,148316.1,15316.09375
573000,554629.1,18370.875
841000,735879.4,105120.625
106000,135700.92,29700.921875
185000,169077.62,15922.375
176000,179427.1,3427.09375
608000,494292.4,113707.59375
200000,255961.06,55961.0625
68000,138850.84,70850.84375
118000,145782.1,27782.09375
663000,563734.6,99265.375
630000,578061.25,51938.75
183000,240380.39,57380.390625
220000,194801.19,25198.8125
363000,266986.44,96013.5625
322000,300567.78,21432.21875
806000,580331.4,225668.625
909000,838778.6,70221.375
273000,250590.88,22409.125
296000,217985.48,78014.515625
69000,126000.484,57000.484375
644000,521524.7,122475.3125
162000,234181.12,72181.125
298000,250410.88,47589.125
408000,326552.25,81447.75
133000,152385.83,19385.828125
436000,303055.56,132944.4375
519000,343219.03,175780.96875
155000,188095.94,33095.9375
675000,612121.44,62878.5625
289000,211490.92,77509.078125
170000,165920.03,4079.96875
136000,157544.22,21544.21875
127000,183495.95,56495.953125
213000,147916.19,65083.8125
230000,301724.5,71724.5
306000,160262.78,145737.21875
142000,168561.08,26561.078125
1088000,736296.7,351703.3125
237000,194316.34,42683.65625
311000,189068.33,121931.671875
366000,318412.06,47587.9375
303000,216507.17,86492.828125
198000,201907.47,3907.46875
241000,213164.34,27835.65625
211000,133874.52,77125.484375
157000,199320.86,42320.859375
456000,322766.8,133233.1875
576000,520175.28,55824.71875
127000,145093.06,18093.0625
190000,176401.53,13598.46875
412000,203397.58,208602.421875
204000,232534.12,28534.125
127000,146126.94,19126.9375
385000,330600.16,54399.84375
398000,267643.47,130356.53125
121000,143988.47,22988.46875
304000,219225.4,84774.59375
283000,193976.19,89023.8125
837000,642321.75,194678.25
198000,206616.34,8616.34375
186000,226888.33,40888.328125
535000,477931.47,57068.53125
236000,310655.94,74655.9375
611000,424242.12,186757.875
320000,249350.42,70649.578125
858000,587488.9,270511.125
698000,327713.22,370286.78125
80000,179273.06,99273.0625
357000,477167.5,120167.5
117000,151465.12,34465.125
319000,233677.5,85322.5
453000,298860.47,154139.53125
371000,212128.66,158871.34375
429000,265127.75,163872.25
662000,623416.1,38583.875
197000,166836.83,30163.171875
594000,256510.3,337489.703125
288000,338627.3,50627.3125
560000,434936.2,125063.8125
227000,226111.33,888.671875
164000,151659.14,12340.859375
404000,334836.7,69163.3125
448000,473564.53,25564.53125
428000,271451.06,156548.9375
995000,764578.1,230421.875
368000,320936.34,47063.65625
291000,258042.88,32957.125
765000,776969.94,11969.9375
461000,350001.12,110998.875
481000,356759.72,124240.28125
663000,420438.47,242561.53125
277000,272355.8,4644.1875
296000,160047.1,135952.90625
152000,166994.84,14994.84375
532000,477319.8,54680.1875
772000,633375.06,138624.9375
312000,225963.34,86036.65625
250000,169455.22,80544.78125
252000,227631.44,24368.5625
474000,460710.78,13289.21875
771000,621058.4,149941.625
538000,312925.8,225074.1875
231000,184074.34,46925.65625
241000,235203.06,5796.9375
341000,206264.05,134735.953125
255000,307426.22,52426.21875
239000,160731.81,78268.1875
217000,269934.9,52934.90625
293000,230350.84,62649.15625
360000,215451.38,144548.625
158000,141777.23,16222.765625
132000,151753.25,19753.25
363000,252171.55,110828.453125
100000,129054.516,29054.515625
259000,218933.25,40066.75
250000,220780.34,29219.65625
109000,181055.72,72055.71875
527000,495719.38,31280.625
167000,157867.25,9132.75
198000,221295.19,23295.1875
116000,150948.61,34948.609375
764000,515040.12,248959.875
269000,218171.69,50828.3125
152000,153648.86,1648.859375
89000,136711.47,47711.46875
117000,154227.12,37227.125
492000,412563.4,79436.59375
129000,135875.98,6875.984375
170000,146974.83,23025.171875
146000,158896.84,12896.84375
195000,220638.77,25638.765625
340000,273867.03,66132.96875
224000,185134.89,38865.109375
416000,302198.6,113801.40625
177000,171164.06,5835.9375
220000,166603.11,53396.890625
863000,835104.4,27895.625
187000,231270.66,44270.65625
84000,87569.016,3569.015625
142000,179687.44,37687.4375
135000,129927.64,5072.359375
673000,501612.0,171388.0
481000,295408.0,185592.0
293000,166745.48,126254.515625
126000,149846.62,23846.625
229000,172331.34,56668.65625
316000,226857.02,89142.984375
439000,462546.3,23546.3125
169000,179208.17,10208.171875
128000,136063.36,8063.359375
201000,163852.44,37147.5625
414000,329464.9,84535.09375
224000,216304.0,7696.0
237000,232117.67,4882.328125
165000,169165.4,4165.40625
183000,140805.5,42194.5
172000,193721.1,21721.09375
288000,176504.52,111495.484375
637000,348340.03,288659.96875
392000,402829.94,10829.9375
402000,250473.14,151526.859375
158000,182449.22,24449.21875
246000,170368.58,75631.421875
129000,172914.73,43914.734375
142000,145272.03,3272.03125
169000,205272.88,36272.875
306000,273181.38,32818.625
644000,441486.88,202513.125
139000,147190.19,8190.1875
162000,235578.69,73578.6875
879000,606583.25,272416.75
599000,524009.5,74990.5
443000,421694.44,21305.5625
492000,390832.5,101167.5
455000,332858.7,122141.3125
123000,166699.53,43699.53125
291000,268686.6,22313.40625
326000,423919.4,97919.40625
379000,198290.97,180709.03125
626000,357598.62,268401.375
177000,181675.25,4675.25
104000,162715.34,58715.34375
95000,160067.3,65067.296875
746000,350688.56,395311.4375
604000,360776.44,243223.5625
820000,317927.34,502072.65625
130000,139547.84,9547.84375
357000,345601.3,11398.6875
475000,343270.06,131729.9375
130000,186450.4,56450.40625
134000,137653.78,3653.78125
309000,269637.16,39362.84375
278000,214661.0,63339.0
197000,199534.6,2534.59375
327000,369070.1,42070.09375
428000,373684.12,54315.875
183000,157003.12,25996.875
406000,269333.25,136666.75
741000,525691.56,215308.4375
429000,319685.22,109314.78125
109000,164818.22,55818.21875
276000,235748.45,40251.546875
161000,148590.39,12409.609375
158000,138882.06,19117.9375
341000,229738.28,111261.71875
491000,511281.88,20281.875
283000,276982.44,6017.5625
103000,139384.92,36384.921875
117000,146475.16,29475.15625
485000,295887.3,189112.6875
440000,438791.62,1208.375
314000,279961.47,34038.53125
209000,169925.25,39074.75
321000,189966.0,131034.0
553000,238459.98,314540.015625
84000,138083.78,54083.78125
978000,680218.4,297781.625
415000,308353.28,106646.71875
506000,249181.1,256818.90625
122000,169190.62,47190.625
223000,164566.34,58433.65625
212000,154292.0,57708.0
139000,154980.47,15980.46875
114000,173770.72,59770.71875
733000,607058.8,125941.1875
111000,128372.83,17372.828125
83000,136494.28,53494.28125
207000,178634.4,28365.59375
556000,319678.28,236321.71875
594000,554089.2,39910.8125
541000,307116.22,233883.78125
299000,300382.7,1382.6875
241000,211235.69,29764.3125
1110000,648932.75,461067.25
302000,204932.64,97067.359375
382000,247018.95,134981.046875
129000,173240.4,44240.40625
944000,755987.5,188012.5
191000,169483.84,21516.15625
861000,697479.9,163520.125
212000,186407.45,25592.546875
789000,367135.62,421864.375
157000,193837.14,36837.140625
288000,415146.25,127146.25
369000,368959.8,40.1875
465000,431573.62,33426.375
377000,208292.73,168707.265625
424000,245203.16,178796.84375
131000,135625.69,4625.6875
152000,141980.45,10019.546875
166000,139786.81,26213.1875
614000,248445.1,365554.90625
439000,295539.2,143460.8125
146000,173745.98,27745.984375
567000,384832.3,182167.6875
198000,164472.8,33527.203125
153000,153949.84,949.84375
132000,144885.22,12885.21875
132000,154557.81,22557.8125
127000,143387.64,16387.640625
296000,237144.47,58855.53125
128000,161973.61,33973.609375
109000,126804.04,17804.0390625
111000,134800.94,23800.9375
534000,542700.6,8700.625
598000,565566.1,32433.875
95000,128443.83,33443.828125
97000,142189.6,45189.59375
117000,175904.08,58904.078125
200000,156414.22,43585.78125
166000,229795.45,63795.453125
147000,140397.94,6602.0625
245000,198138.08,46861.921875
254000,213300.34,40699.65625
468000,295017.34,172982.65625
280000,180123.25,99876.75
190000,230274.33,40274.328125
271000,145733.84,125266.15625
568000,450178.5,117821.5
290000,319619.9,29619.90625
158000,169429.48,11429.484375
178000,175555.17,2444.828125
312000,222929.94,89070.0625
137000,119886.836,17113.1640625
216000,179624.06,36375.9375
132000,136381.33,4381.328125
169000,319256.8,150256.8125
65000,140905.5,75905.5
1014000,655062.6,358937.375
162000,197580.33,35580.328125
163000,186571.64,23571.640625
153000,173078.72,20078.71875
466000,358586.0,107414.0
381000,214277.17,166722.828125
382000,258411.77,123588.234375
119000,142970.64,23970.640625
148000,188337.03,40337.03125
235000,198206.23,36793.765625
153000,223154.67,70154.671875
174000,198024.62,24024.625
680000,491634.1,188365.90625
407000,279476.2,127523.8125
294000,198817.44,95182.5625
280000,221776.2,58223.796875
354000,199635.83,154364.171875
188000,166365.75,21634.25
552000,355342.3,196657.6875
1224000,674786.25,549213.75
480000,424561.12,55438.875
139000,169645.8,30645.796875
328000,260742.08,67257.921875
125000,162795.78,37795.78125
176000,222737.17,46737.171875
363000,404971.6,41971.59375
274000,196999.75,77000.25
378000,304904.0,73096.0
901000,758357.0,142643.0
492000,478412.12,13587.875
487000,297261.84,189738.15625
294000,239883.19,54116.8125
449000,230920.06,218079.9375
181000,207652.23,26652.234375
197000,186959.17,10040.828125
634000,473578.6,160421.40625
327000,286322.4,40677.59375
544000,311056.53,232943.46875
425000,343725.0,81275.0
170000,167115.38,2884.625
119000,176066.56,57066.5625
630000,464719.7,165280.3125
166000,163714.14,2285.859375
447000,311678.4,135321.59375
699000,288601.88,410398.125
142000,152926.78,10926.78125
161000,174390.66,13390.65625
347000,261156.62,85843.375
135000,137157.73,2157.734375
194000,158250.94,35749.0625
448000,440007.9,7992.09375
144000,155511.25,11511.25
189000,194715.38,5715.375
207000,227485.89,20485.890625
101000,161365.94,60365.9375
144000,120533.46,23466.5390625
130000,153025.75,23025.75
417000,289665.0,127335.0
220000,153396.39,66603.609375
83000,144547.44,61547.4375
610000,553756.25,56243.75
389000,269381.22,119618.78125
157000,174827.31,17827.3125
362000,198953.94,163046.0625
77000,137960.78,60960.78125
190000,205354.73,15354.734375
723000,561358.1,161641.875
383000,279224.6,103775.40625
101000,206345.5,105345.5
69000,146958.52,77958.515625
132000,158561.97,26561.96875
102000,144747.47,42747.46875
486000,349081.12,136918.875
212000,175440.14,36559.859375
250000,201353.1,48646.90625
187000,217351.16,30351.15625
1091000,746543.1,344456.875
89000,149896.11,60896.109375
562000,429098.8,132901.1875
208000,345419.7,137419.6875
200000,234141.9,34141.90625
179000,242432.7,63432.703125
134000,119784.55,14215.453125
421000,272690.38,148309.625
324000,210169.52,113830.484375
172000,193495.86,21495.859375
205000,147456.77,57543.234375
106000,143861.14,37861.140625
292000,227067.39,64932.609375
937000,690790.7,246209.3125
249000,253565.05,4565.046875
140000,177384.75,37384.75
133000,155690.6,22690.59375
131000,149504.56,18504.5625
157000,147284.56,9715.4375
591000,408712.7,182287.3125
258000,246921.39,11078.609375
353000,279127.97,73872.03125
192000,205641.62,13641.625
154000,119904.14,34095.859375
494000,268741.2,225258.8125
154000,151321.0,2679.0
248000,193803.16,54196.84375
1096000,731960.6,364039.375
446000,246734.56,199265.4375
363000,269733.16,93266.84375
377000,202469.48,174530.515625
658000,498572.62,159427.375
183000,263714.66,80714.65625
166000,128683.36,37316.640625
198000,170983.97,27016.03125
69000,133143.62,64143.625
88000,150740.72,62740.71875
406000,286013.6,119986.40625
141000,181681.31,40681.3125
652000,390611.25,261388.75
122000,136439.53,14439.53125
611000,284818.1,326181.90625
124000,125592.01,1592.0078125
137000,153901.16,16901.15625
365000,346155.56,18844.4375
138000,166982.78,28982.78125
217000,248555.08,31555.078125
341000,389915.12,48915.125
743000,451246.72,291753.28125
549000,277973.84,271026.15625
270000,172127.67,97872.328125
102000,121166.56,19166.5625
367000,252218.31,114781.6875
172000,192368.11,20368.109375
91000,134648.4,43648.40625
162000,142894.75,19105.25
222000,233219.06,11219.0625
217000,199565.94,17434.0625
983000,739373.0,243627.0
373000,362479.94,10520.0625
187000,204957.52,17957.515625
154000,145288.7,8711.296875
499000,444929.56,54070.4375
225000,138916.11,86083.890625
88000,121143.2,33143.203125
142000,138809.39,3190.609375
529000,382418.62,146581.375
181000,202211.34,21211.34375
112000,146481.19,34481.1875
948000,678472.6,269527.375
383000,302265.2,80734.8125
133000,145701.9,12701.90625
388000,310447.7,77552.3125
759000,350200.66,408799.34375
198000,224564.97,26564.96875
199000,227883.88,28883.875
772000,433135.34,338864.65625
150000,167121.8,17121.796875
1239000,575508.4,663491.625
415000,437615.94,22615.9375
633000,385095.38,247904.625
91000,123517.57,32517.5703125
300000,240714.83,59285.171875
809000,383669.3,425330.6875
233000,210994.62,22005.375
122000,134610.44,12610.4375
384000,258095.02,125904.984375
111000,141576.56,30576.5625
246000,236160.89,9839.109375
556000,557668.6,1668.625
288000,210070.36,77929.640625
152000,121191.914,30808.0859375
407000,436232.84,29232.84375
345000,253245.11,91754.890625
108000,137784.12,29784.125
470000,329649.72,140350.28125
1199000,829326.25,369673.75
177000,212019.94,35019.9375
199000,189692.95,9307.046875
583000,292311.8,290688.1875
298000,282485.47,15514.53125
322000,224980.52,97019.484375
860000,479874.66,380125.34375
136000,172683.78,36683.78125
564000,303275.22,260724.78125
698000,449147.16,248852.84375
88000,145440.58,57440.578125
126000,141889.89,15889.890625
127000,153758.84,26758.84375
378000,197187.39,180812.609375
124000,151552.6,27552.59375
682000,514351.38,167648.625
291000,168958.56,122041.4375
88000,155032.12,67032.125
150000,171637.28,21637.28125
107000,147178.25,40178.25
154000,180943.81,26943.8125
210000,182319.78,27680.21875
155000,145317.64,9682.359375
237000,242955.19,5955.1875
194000,133120.53,60879.46875
263000,205656.52,57343.484375
244000,176656.44,67343.5625
145000,143075.61,1924.390625
572000,294956.4,277043.59375
149000,198571.77,49571.765625
130000,147367.52,17367.515625
1114000,678603.4,435396.625
205000,201230.8,3769.203125
225000,195154.67,29845.328125
537000,457221.7,79778.3125
90000,153341.64,63341.640625
264000,248614.48,15385.515625
267000,250565.11,16434.890625
215000,165449.38,49550.625
353000,308912.5,44087.5
184000,273076.16,89076.15625
95000,134476.81,39476.8125
201000,180654.77,20345.234375
161000,135042.56,25957.4375
235000,201466.69,33533.3125
880000,708443.1,171556.875
393000,369403.16,23596.84375
219000,134090.22,84909.78125
217000,225473.31,8473.3125
662000,611285.4,50714.625
338000,271924.94,66075.0625
552000,214954.64,337045.359375
208000,180591.05,27408.953125
677000,491753.8,185246.1875
381000,225399.8,155600.203125
225000,233629.19,8629.1875
444000,248345.98,195654.015625
232000,261470.5,29470.5
543000,274535.44,268464.5625
242000,215188.23,26811.765625
577000,338054.44,238945.5625
196000,217710.81,21710.8125
408000,274264.16,133735.84375
132000,158684.56,26684.5625
188000,260551.88,72551.875
390000,276721.56,113278.4375
284000,242039.86,41960.140625
343000,215537.72,127462.28125
398000,188177.42,209822.578125
159000,198075.08,39075.078125
408000,312088.12,95911.875
909000,624063.75,284936.25
171000,200211.25,29211.25
338000,316471.84,21528.15625
802000,419234.28,382765.71875
79000,162534.84,83534.84375
152000,209303.69,57303.6875
124000,182560.3,58560.296875
363000,257562.06,105437.9375
491000,403903.6,87096.40625
132000,177566.06,45566.0625
330000,325284.53,4715.46875
211000,149784.56,61215.4375
158000,203855.6,45855.59375
227000,171411.84,55588.15625
251000,178611.67,72388.328125
130000,138155.39,8155.390625
213000,201380.14,11619.859375
626000,457380.62,168619.375
219000,168276.31,50723.6875
226000,153923.6,72076.40625
1283000,437719.28,845280.71875
99000,192354.75,93354.75
661000,566720.9,94279.125
141000,164788.14,23788.140625
248000,214200.16,33799.84375
331000,364923.75,33923.75
617000,461361.3,155638.6875
196000,170688.64,25311.359375
155000,160981.03,5981.03125
354000,333002.28,20997.71875
477000,290263.47,186736.53125
325000,210442.75,114557.25
179000,160021.03,18978.96875
138000,140545.34,2545.34375
98000,148501.25,50501.25
404000,308879.25,95120.75
165000,161031.62,3968.375
266000,199907.33,66092.671875
137000,189791.03,52791.03125
137000,130631.016,6368.984375
280000,261824.95,18175.046875
155000,140553.12,14446.875
221000,185322.3,35677.703125
184000,176313.66,7686.34375
932000,608825.9,323174.125
241000,206725.84,34274.15625
216000,208445.55,7554.453125
458000,309644.8,148355.1875
835000,491288.4,343711.59375
752000,521150.88,230849.125
240000,154149.1,85850.90625
355000,264735.5,90264.5
175000,188052.97,13052.96875
131000,142769.97,11769.96875
117000,142636.81,25636.8125
462000,280339.88,181660.125
228000,207495.9,20504.09375
163000,154420.31,8579.6875
166000,199175.36,33175.359375
448000,316436.38,131563.625
252000,221179.22,30820.78125
1049000,630281.9,418718.125
283000,249737.17,33262.828125
188000,169883.06,18116.9375
172000,190177.75,18177.75
427000,293911.53,133088.46875
100000,115581.08,15581.078125
213000,207257.31,5742.6875
538000,307746.03,230253.96875
338000,183462.16,154537.84375
254000,219443.72,34556.28125
378000,205840.06,172159.9375
429000,268104.6,160895.40625
221000,210913.03,10086.96875
189000,187346.27,1653.734375
709000,577553.4,131446.625
195000,171381.6,23618.40625
65000,137609.03,72609.03125
200000,169264.6,30735.40625
99000,136844.69,37844.6875
461000,584730.25,123730.25
87000,135347.78,48347.78125
144000,157269.48,13269.484375
167000,144133.47,22866.53125
231000,234617.8,3617.796875
552000,564546.25,12546.25
93000,137429.5,44429.5
295000,160579.03,134420.96875
139000,211528.66,72528.65625
201000,195820.19,5179.8125
305000,251409.2,53590.796875
427000,226578.06,200421.9375
121000,160591.53,39591.53125
325000,292229.9,32770.09375
332000,253246.0,78754.0
271000,336300.25,65300.25
431000,275599.9,155400.09375
143000,150777.02,7777.015625
851000,456222.62,394777.375
293000,278135.34,14864.65625
480000,362856.84,117143.15625
249000,241511.39,7488.609375
167000,221169.19,54169.1875
280000,207519.75,72480.25
200000,173077.86,26922.140625
168000,147248.94,20751.0625
395000,406936.9,11936.90625
346000,198577.75,147422.25
216000,192871.78,23128.21875
378000,355531.62,22468.375
121000,133297.66,12297.65625
331000,226187.53,104812.46875
333000,301319.3,31680.6875
196000,232359.9,36359.90625
390000,357639.44,32360.5625
249000,165876.44,83123.5625
223000,197529.62,25470.375
786000,463595.7,322404.3125
748000,457856.56,290143.4375
130000,109984.16,20015.84375
388000,287659.72,100340.28125
194000,185790.42,8209.578125
444000,287002.2,156997.8125
305000,261989.05,43010.953125
461000,366108.94,94891.0625
151000,172084.66,21084.65625
276000,167717.08,108282.921875
131000,130971.87,28.1328125
99000,139275.0,40275.0
147000,142627.72,4372.28125
126000,144252.44,18252.4375
147000,172889.83,25889.828125
277000,264907.75,12092.25
108000,139908.92,31908.921875
445000,354128.28,90871.71875
116000,192778.8,76778.796875
144000,147646.25,3646.25
414000,249883.06,164116.9375
371000,256993.25,114006.75
1070000,758819.0,311181.0
352000,340976.56,11023.4375
190000,160467.25,29532.75
559000,536137.0,22863.0
146000,161808.8,15808.796875
895000,524630.4,370369.625
971000,774199.1,196800.875
240000,194200.97,45799.03125
477000,344832.47,132167.53125
486000,304687.7,181312.3125
124000,214907.86,90907.859375
236000,195528.8,40471.203125
346000,314290.75,31709.25
496000,199705.66,296294.34375
202000,204420.0,2420.0
254000,328324.38,74324.375
195000,167695.56,27304.4375
1203000,698233.0,504767.0
163000,165979.84,2979.84375
267000,204488.06,62511.9375
159000,200041.67,41041.671875
179000,150814.88,28185.125
380000,272596.72,107403.28125
126000,135839.97,9839.96875
224000,203115.66,20884.34375
564000,498620.38,65379.625
130000,144415.25,14415.25
584000,605359.1,21359.125
79000,121348.43,42348.4296875
207000,175237.6,31762.40625
219000,282263.25,63263.25
386000,343519.47,42480.53125
351000,360394.34,9394.34375
151000,220926.06,69926.0625
106000,119432.91,13432.90625
199000,219589.05,20589.046875
108000,166039.36,58039.359375
389000,300720.75,88279.25
330000,221414.64,108585.359375
111000,152318.17,41318.171875
380000,283511.12,96488.875
626000,446427.4,179572.59375
602000,329631.56,272368.4375
141000,162557.61,21557.609375
687000,443676.84,243323.15625
114000,127006.75,13006.75
140000,160289.62,20289.625
417000,277140.44,139859.5625
326000,268380.5,57619.5
314000,360773.44,46773.4375
145000,132379.44,12620.5625
873000,696241.1,176758.875
775000,507563.44,267436.5625
91000,138828.12,47828.125
135000,163865.4,28865.40625
251000,202990.58,48009.421875
84000,113166.72,29166.71875
377000,253972.95,123027.046875
340000,277976.2,62023.8125
125000,132525.19,7525.1875
498000,244955.16,253044.84375
204000,206961.56,2961.5625
1095000,872257.1,222742.875
568000,468605.0,99395.0
162000,164512.34,2512.34375
277000,184141.31,92858.6875
137000,144271.38,7271.375
948000,551912.3,396087.6875
869000,679848.1,189151.875
173000,201460.67,28460.671875
159000,155436.9,3563.09375
1037000,885794.4,151205.625
102000,138878.78,36878.78125
222000,155710.12,66289.875
213000,234943.89,21943.890625
153000,188525.61,35525.609375
486000,264585.8,221414.1875
253000,187084.56,65915.4375
142000,187901.94,45901.9375
147000,169570.62,22570.625
530000,454525.62,75474.375
304000,213337.61,90662.390625
296000,229267.12,66732.875
167000,170589.1,3589.09375
216000,205587.38,10412.625
339000,237781.11,101218.890625
140000,171377.72,31377.71875
155000,126391.586,28608.4140625
502000,427135.2,74864.8125
392000,232138.27,159861.734375
177000,126249.85,50750.1484375
599000,537323.0,61677.0
202000,168653.31,33346.6875
134000,137793.7,3793.703125
504000,337216.2,166783.8125
370000,228986.47,141013.53125
654000,398349.12,255650.875
313000,290562.28,22437.71875
517000,312309.84,204690.15625
78000,138409.62,60409.625
192000,207729.81,15729.8125
300000,374284.34,74284.34375
376000,183707.62,192292.375
147000,217240.42,70240.421875
472000,252080.44,219919.5625
180000,166574.31,13425.6875
87000,148630.22,61630.21875
437000,215655.55,221344.453125
294000,309814.38,15814.375
346000,411457.75,65457.75
94000,128488.68,34488.6796875
102000,160999.81,58999.8125
465000,376638.28,88361.71875
325000,228627.42,96372.578125
289000,247644.56,41355.4375
169000,176326.19,7326.1875
774000,640652.75,133347.25
145000,142910.06,2089.9375
264000,296601.5,32601.5
396000,264101.22,131898.78125
377000,329224.53,47775.46875
311000,205013.58,105986.421875
87000,137253.31,50253.3125
208000,157492.16,50507.84375
126000,141578.88,15578.875
576000,338978.34,237021.65625
299000,283984.72,15015.28125
127000,144748.98,17748.984375
165000,153908.97,11091.03125
123000,141221.5,18221.5
338000,272183.72,65816.28125
467000,505770.94,38770.9375
681000,471295.22,209704.78125
314000,339132.72,25132.71875
400000,356880.88,43119.125
120000,156322.97,36322.96875
281000,211754.28,69245.71875
183000,184634.47,1634.46875
554000,702234.75,148234.75
247000,248610.88,1610.875
368000,214757.92,153242.078125
640000,550790.4,89209.625
280000,181489.38,98510.625
171000,144348.0,26652.0
683000,504156.62,178843.375
1061000,813068.1,247931.875
244000,227917.89,16082.109375
239000,287536.78,48536.78125
634000,434285.78,199714.21875
179000,177676.06,1323.9375
133000,148655.81,15655.8125
128000,145444.06,17444.0625
352000,355384.8,3384.8125
434000,301025.4,132974.59375
971000,688524.4,282475.625
341000,195185.02,145814.984375
183000,187463.39,4463.390625
459000,298814.62,160185.375
360000,198071.53,161928.46875
636000,523103.34,112896.65625
539000,447392.5,91607.5
132000,124114.734,7885.265625
591000,532307.7,58692.3125
496000,391324.12,104675.875
113000,164623.47,51623.46875
83000,141276.75,58276.75
64000,134202.6,70202.59375
199000,233203.44,34203.4375
303000,254939.53,48060.46875
171000,225889.12,54889.125
151000,153902.4,2902.40625
126000,164045.19,38045.1875
200000,171173.75,28826.25
137000,136618.9,381.09375
295000,217437.06,77562.9375
113000,140553.88,27553.875
44000,126340.84,82340.84375
196000,193989.19,2010.8125
88000,140230.05,52230.046875
191000,204993.16,13993.15625
289000,217168.44,71831.5625
127000,160798.7,33798.703125
455000,385166.25,69833.75
311000,414207.7,103207.6875
397000,261937.81,135062.1875
214000,150831.38,63168.625
316000,321299.6,5299.59375
967000,431997.7,535002.3125
383000,217267.02,165732.984375
241000,184449.25,56550.75
98000,187274.56,89274.5625
307000,295323.84,11676.15625
242000,256874.52,14874.515625
274000,194883.17,79116.828125
224000,199164.8,24835.203125
240000,191425.92,48574.078125
94000,148084.39,54084.390625
130000,149924.44,19924.4375
556000,402336.44,153663.5625
598000,626322.75,28322.75
97000,179318.48,82318.484375
465000,365399.94,99600.0625
339000,222866.31,116133.6875
111000,142654.69,31654.6875
